path,emotion,intensity,actor,gender,rms_mean,rms_std,rms_min,rms_max,rms_range,pitch_mean,pitch_median,pitch_std,pitch_min,pitch_max,pitch_range,voiced_ratio,mfcc0_mean,mfcc0_std,delta_mfcc0_mean,delta_mfcc0_std,mfcc1_mean,mfcc1_std,delta_mfcc1_mean,delta_mfcc1_std,mfcc2_mean,mfcc2_std,delta_mfcc2_mean,delta_mfcc2_std,mfcc3_mean,mfcc3_std,delta_mfcc3_mean,delta_mfcc3_std,mfcc4_mean,mfcc4_std,delta_mfcc4_mean,delta_mfcc4_std,mfcc5_mean,mfcc5_std,delta_mfcc5_mean,delta_mfcc5_std,mfcc6_mean,mfcc6_std,delta_mfcc6_mean,delta_mfcc6_std,mfcc7_mean,mfcc7_std,delta_mfcc7_mean,delta_mfcc7_std,mfcc8_mean,mfcc8_std,delta_mfcc8_mean,delta_mfcc8_std,mfcc9_mean,mfcc9_std,delta_mfcc9_mean,delta_mfcc9_std,mfcc10_mean,mfcc10_std,delta_mfcc10_mean,delta_mfcc10_std,mfcc11_mean,mfcc11_std,delta_mfcc11_mean,delta_mfcc11_std,mfcc12_mean,mfcc12_std,delta_mfcc12_mean,delta_mfcc12_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_contrast_mean,f1_mean,f1_std,f2_mean,f2_std,jitter_local,shimmer_local,duration_sec
data\ravdess\Actor_01\03-01-01-01-01-01-01.wav,neutral,normal,1,male,0.002119707176461816,0.003390514524653554,0.0,0.01582805998623371,0.01582805998623371,112.1638705138114,109.68249796946259,18.33430753922604,79.829838635665,145.56531828421873,65.73547964855373,0.4230769230769231,-726.2172241210938,157.850830078125,9.84437988904574e-08,10.304344177246094,68.54141998291016,84.21934509277344,0.0,6.398195266723633,3.2933971881866455,20.39325523376465,1.8458212736049973e-08,3.1211752891540527,12.205300331115723,21.08499526977539,6.1527374306535876e-09,3.130539655685425,5.51027774810791,13.634708404541016,-6.1527374306535876e-09,2.446451187133789,13.667409896850586,19.163043975830078,0.0,2.4458963871002197,-2.98382830619812,14.063681602478027,0.0,2.4023971557617188,3.098029136657715,8.619501113891602,-3.0763687153267938e-09,1.7098075151443481,-3.3108134269714355,10.998984336853027,0.0,1.583235263824463,-1.5643844604492188,8.34862995147705,-3.0763687153267938e-09,1.233089566230774,-7.861652374267578,12.845314025878906,6.1527374306535876e-09,1.6762079000473022,-2.124281644821167,7.708873271942139,6.1527374306535876e-09,1.1523100137710571,2.8492038249969482,8.651434898376465,-3.0763687153267938e-09,1.513175129890442,7416.297747292411,4428.027506059823,5551.29182746096,1966.670942830595,13285.735887096775,7873.634241586901,0.26765576004981995,0.28089988231658936,13.716913967771623,974.1183621527073,442.09341288968494,2019.955424144227,450.6279609522174,0.04189490357907766,0.13782524008398225,3.3032916666666665
data\ravdess\Actor_01\03-01-01-01-01-02-01.wav,neutral,normal,1,male,0.0022580325603485107,0.0036383115220814943,1.3486991292666062e-06,0.016505176201462746,0.01650382750233348,112.38046655951393,115.20639631343055,24.86818344670594,54.52538663326288,146.40856959456255,91.88318296129967,0.4528301886792453,-719.1282958984375,159.3560028076172,0.0,11.300445556640625,70.20156860351562,78.61282348632812,0.0,6.084506988525391,1.1683969497680664,23.063350677490234,-1.2187530984419936e-08,3.9838507175445557,13.122543334960938,18.99679946899414,0.0,2.4714102745056152,7.836949825286865,12.449026107788086,6.093765492209968e-09,2.0010740756988525,14.411290168762207,19.21831703186035,1.2187530984419936e-08,2.5223515033721924,-4.111359596252441,14.516837120056152,0.0,2.146219491958618,4.468973159790039,8.057330131530762,7.61720730935167e-09,1.5094295740127563,-3.5393667221069336,11.509417533874512,-7.61720730935167e-09,1.478201985359192,-3.6586074829101562,8.151206016540527,-3.046882746104984e-09,1.2244004011154175,-7.648504734039307,12.590633392333984,0.0,1.581573486328125,-1.477077603340149,7.271215438842773,-9.140648238314952e-09,1.156707525253296,3.0318212509155273,8.20228385925293,1.523441373052492e-09,1.3592491149902344,7135.571471210389,4196.796437813781,5653.771579321926,1897.5063708470157,13191.64337060703,7634.107566591901,0.23381373286247253,0.2467060387134552,13.987218099735207,976.3389190868518,427.0563198433478,1966.8388772807227,463.55359766713696,0.031192237710651858,0.17200166080906712,3.3366666666666664
data\ravdess\Actor_01\03-01-01-01-02-01-01.wav,neutral,normal,1,male,0.0027071814984083176,0.004298456013202667,0.0,0.019359642639756203,0.019359642639756203,116.66708778547128,109.05077326652577,14.290074387443646,93.84379966711431,144.7269237440378,50.883124076923494,0.3269230769230769,-714.9957275390625,162.87423706054688,-0.004037465434521437,10.203646659851074,69.68934631347656,85.79600524902344,-0.0056224907748401165,7.578253269195557,3.9245636463165283,17.979307174682617,-0.005369608756154776,2.8917198181152344,11.924189567565918,24.541765213012695,-0.0049755144864320755,3.1777215003967285,6.421723365783691,10.203606605529785,-0.004468526225537062,1.7418142557144165,11.011613845825195,16.115140914916992,-0.0038705882616341114,1.9389464855194092,-2.878103494644165,15.472129821777344,-0.0031935477163642645,2.281731128692627,4.509557723999023,9.876255989074707,-0.0024440404959023,1.2685766220092773,-4.476109027862549,11.993234634399414,-0.0016332061495631933,1.5392529964447021,-2.6715493202209473,8.232803344726562,-0.0007848460227251053,1.3445810079574585,-7.499284267425537,13.146093368530273,6.38371566310525e-05,1.5536489486694336,-2.9622654914855957,7.749166965484619,0.0008698627934791148,1.069132685661316,1.8734846115112305,8.564483642578125,0.001596121466718614,1.3225505352020264,7239.265647784303,4333.681827499322,5641.048019222595,2054.943734314806,13279.1378257329,7981.393362760768,0.24421393871307373,0.24860382080078125,13.96541389389113,963.7529978589963,419.54521538237753,1994.5481097213128,486.19661407147856,0.03179711454387163,0.12747842775136634,3.2699166666666666
data\ravdess\Actor_01\03-01-01-01-02-02-01.wav,neutral,normal,1,male,0.0025207684375345707,0.004177776165306568,9.5367431640625e-07,0.01867353729903698,0.018672583624720573,103.36264363814865,105.33610359548358,24.99312785068048,50.0,141.4213562373095,91.42135623730951,0.46,-710.9752807617188,161.7758331298828,-0.013995894230902195,10.738338470458984,67.56488037109375,78.59395599365234,-0.011388970538973808,7.764558792114258,5.782241344451904,20.279502868652344,0.004030656535178423,3.1109142303466797,13.23072624206543,24.528291702270508,0.008220352232456207,2.926192045211792,6.190845966339111,11.280049324035645,-0.004785275086760521,1.9542183876037598,12.628252029418945,16.704357147216797,-0.021722767502069473,1.9429007768630981,-1.675169587135315,13.141412734985352,-0.024562915787100792,1.9488160610198975,5.657493591308594,8.686153411865234,-0.01022182498127222,1.3758302927017212,-4.950634002685547,12.079803466796875,0.006365065462887287,1.5593265295028687,-3.4775452613830566,9.627914428710938,0.009176049381494522,1.6340548992156982,-7.416557312011719,12.144599914550781,-0.0013064922532066703,1.6911509037017822,-1.9370039701461792,7.221592903137207,-0.00992332398891449,1.177183985710144,2.2715253829956055,7.590824604034424,-0.005100158974528313,1.2483417987823486,7008.958168895727,3975.4174976694403,5802.315322727776,1915.7961338284124,13272.074244966443,7570.671093029625,0.2132434993982315,0.2258715033531189,14.305108430340416,867.2455748958121,383.662142389102,1945.0417326495897,503.1352515779082,0.03767502013033565,0.1160517821249837,3.1698333333333335
data\ravdess\Actor_01\03-01-02-01-01-01-01.wav,calm,normal,1,male,0.0015786954900249839,0.0024973268155008554,0.0,0.011611937545239925,0.011611937545239925,110.20932306319148,107.19343843100467,24.69602257126178,52.063107626740326,153.33283446696007,101.26972684021973,0.4642857142857143,-759.9217529296875,162.98658752441406,-0.03026580810546875,11.329702377319336,75.78352355957031,78.56627655029297,-0.041927337646484375,6.373976230621338,6.0236053466796875,23.16162109375,-0.039933182299137115,3.945281982421875,14.557394027709961,23.703449249267578,-0.037432506680488586,2.9446282386779785,6.454188346862793,13.676399230957031,-0.03501724451780319,2.2788240909576416,14.631507873535156,18.99056053161621,-0.03316333517432213,2.196024179458618,-3.0045511722564697,14.327634811401367,-0.03151426091790199,2.0373783111572266,4.620970249176025,9.515069007873535,-0.029846621677279472,1.5530760288238525,-5.200016021728516,11.674164772033691,-0.027558136731386185,1.591235876083374,-0.7074300646781921,7.786970138549805,-0.024353325366973877,1.3630353212356567,-7.790287017822266,11.382718086242676,-0.02083730697631836,1.348547339439392,-3.564948081970215,7.870652675628662,-0.01742820255458355,1.12484872341156,2.1809699535369873,9.364860534667969,-0.014593116007745266,1.4101629257202148,6997.311810394379,4373.360791345654,5518.6373589350005,1916.039761415385,12649.543486445784,7902.073641702043,0.25048360228538513,0.2846551835536957,13.86763416328173,892.5201456342053,392.4483181943692,1905.716879763354,450.9096825493103,0.03608079608693188,0.13257044477814522,3.5368541666666666
data\ravdess\Actor_01\03-01-02-01-01-02-01.wav,calm,normal,1,male,0.0016762056620791554,0.002588678617030382,0.0,0.014463666826486588,0.014463666826486588,96.57175495433127,98.2820598545251,16.3256071605412,52.66805179774179,125.26644386241279,72.598392064671,0.43859649122807015,-735.006591796875,146.5750732421875,0.003783818567171693,10.37686538696289,79.09304809570312,81.97409057617188,0.005337190348654985,6.133889198303223,8.141050338745117,23.457630157470703,0.005294636357575655,3.885948419570923,11.41355037689209,24.758771896362305,0.00522414967417717,3.1189682483673096,5.174123764038086,12.36522388458252,0.005126270465552807,2.1232523918151855,15.393282890319824,19.79183578491211,0.0050018769688904285,2.078261137008667,-2.7520716190338135,12.571642875671387,0.004851967561990023,2.0312130451202393,2.9645836353302,7.618042945861816,0.0046778516843914986,1.1719520092010498,-5.38897180557251,11.941264152526855,0.004480957053601742,1.4984911680221558,-1.691832423210144,6.543749809265137,0.004262997768819332,1.0786092281341553,-5.852834701538086,9.744220733642578,0.00402572937309742,1.3631449937820435,-4.043287754058838,8.198055267333984,0.0037711497861891985,1.1153048276901245,3.004640817642212,9.210758209228516,0.003501369385048747,1.35419499874115,6874.5604075049105,4595.141612818874,5416.334828908261,1838.9447746042536,12202.82451923077,8197.55363093133,0.28168734908103943,0.32091224193573,13.457371532126086,845.467594275923,384.4227101604927,1940.567745014951,450.7635585796722,0.023966925380306144,0.11731894953251687,3.6035833333333334
data\ravdess\Actor_01\03-01-02-01-02-01-01.wav,calm,normal,1,male,0.0025555011816322803,0.0034469596575945616,6.743495646333031e-07,0.01203828677535057,0.012037612425785937,105.858856019188,106.25317979938897,17.002157557923983,66.74199270850171,149.83070768766817,83.08871497916645,0.509090909090909,-733.52490234375,179.08641052246094,-0.0021394770592451096,10.520257949829102,81.58985900878906,89.54561614990234,-0.0030198951717466116,8.30958366394043,4.8633575439453125,22.673974990844727,-0.0030025492887943983,3.570429801940918,14.423686027526855,26.3115291595459,-0.00297381728887558,3.099656343460083,5.267688751220703,12.809231758117676,-0.002934000687673688,2.169506788253784,13.968560218811035,18.27067756652832,-0.0028835865668952465,2.164348840713501,-3.08561635017395,15.189872741699219,-0.0028230093885213137,2.1429107189178467,7.173246383666992,10.292572975158691,-0.0027529969811439514,1.4514302015304565,-4.821438312530518,11.359606742858887,-0.002674207091331482,1.5521637201309204,-0.967448890209198,8.37508773803711,-0.0025875067804008722,1.5024787187576294,-6.250473499298096,12.630484580993652,-0.002493771491572261,1.6812453269958496,-3.8666398525238037,8.374072074890137,-0.002393942791968584,1.1275635957717896,3.325518846511841,10.404874801635742,-0.002289008116349578,1.4249043464660645,6853.974884660309,4475.978298698479,5369.609399912581,2005.1135290445352,12272.273936170213,8202.028233306508,0.2406398057937622,0.2760963439941406,14.232060897749584,870.2760085909491,428.8240984402327,1894.7880541750835,503.56748222167147,0.022702834766312543,0.11576625221304475,3.5035
data\ravdess\Actor_01\03-01-02-01-02-02-01.wav,calm,normal,1,male,0.0026076468639075756,0.0036792627070099115,2.236564569102484e-06,0.013985470868647099,0.013983234304077996,102.07369823851037,105.33610359548358,19.597400094316733,52.063107626740326,128.1944081920729,76.13130056533257,0.4909090909090909,-728.3629760742188,175.01202392578125,-0.012989254668354988,9.85687255859375,82.32493591308594,88.63848876953125,-0.018207339569926262,7.816701889038086,7.500576496124268,20.165996551513672,-0.017736049368977547,3.152305841445923,12.542465209960938,24.35699462890625,-0.016998443752527237,3.0227136611938477,6.788125514984131,10.5498046875,-0.01606089435517788,1.7143745422363281,14.805659294128418,17.106565475463867,-0.015005895867943764,2.0790977478027344,-2.909580707550049,13.235973358154297,-0.013923650607466698,1.9081854820251465,6.937839031219482,9.132057189941406,-0.01290229894220829,1.5940808057785034,-4.844339370727539,11.831189155578613,-0.01201885286718607,1.500750184059143,-1.8469232320785522,8.109428405761719,-0.011331514455378056,1.4359402656555176,-5.687710285186768,11.342878341674805,-0.010873990133404732,1.4940792322158813,-3.666653633117676,8.252148628234863,-0.010652881115674973,1.0712203979492188,2.240351676940918,9.305951118469238,-0.01064787432551384,1.3976103067398071,6798.674099501004,4378.745287552441,5458.893138965849,2020.452642130336,12309.504409509202,8151.296188522809,0.21249376237392426,0.226412832736969,14.507626638113384,929.0555153306378,437.547140185306,1880.940082092318,497.85176684487664,0.02406048828709186,0.11399022794195422,3.4701458333333335
data\ravdess\Actor_01\03-01-02-02-01-01-01.wav,calm,strong,1,male,0.0014528486644849181,0.0019239896209910512,0.0,0.008538145571947098,0.008538145571947098,99.13969597544146,97.15319411536059,20.969016962731885,50.0,179.21192838239048,129.21192838239048,0.5,-771.625244140625,177.1251983642578,0.027980759739875793,10.479323387145996,83.32755279541016,81.09255981445312,0.03066510148346424,6.181778907775879,9.759607315063477,21.5277042388916,0.022046351805329323,3.6647963523864746,14.268048286437988,24.608369827270508,0.018221789970993996,2.844683885574341,6.201725959777832,12.705015182495117,0.016718991100788116,1.8966221809387207,16.020977020263672,19.925140380859375,0.015736382454633713,2.2440683841705322,-2.846898317337036,13.995504379272461,0.014214263297617435,2.0601112842559814,4.470250129699707,8.732266426086426,0.009135769680142403,1.4003630876541138,-5.536262035369873,11.855420112609863,0.003133264137431979,1.5431290864944458,0.8787947297096252,6.50108003616333,0.004635817836970091,1.2616581916809082,-5.348248481750488,9.354108810424805,0.00624426594004035,1.3086611032485962,-3.0295565128326416,8.118746757507324,0.008787620812654495,1.026057481765747,2.3405730724334717,9.082780838012695,0.009828556329011917,1.2911700010299683,6773.71236826208,4614.297970892552,5405.020943243201,1797.504182697841,12030.037715517241,8171.602225222101,0.26969432830810547,0.31595128774642944,13.463818833020467,848.1235804227875,405.209775835055,1927.6453764786113,466.72100335914257,0.025729488606829616,0.10826806334630198,3.703708333333333
data\ravdess\Actor_01\03-01-02-02-01-02-01.wav,calm,strong,1,male,0.0015512241516262293,0.002134977374225855,0.0,0.011579053476452827,0.011579053476452827,97.02954501272839,101.74796921026864,23.575670006793498,50.0,132.71517423385683,82.71517423385683,0.3968253968253968,-733.9896240234375,157.9519500732422,-0.00039161520544439554,10.285238265991211,82.99156188964844,80.3683090209961,-0.0005536586395464838,5.915955543518066,3.796793222427368,24.129758834838867,-0.0005526847089640796,4.143621444702148,13.411559104919434,24.61301040649414,-0.0005510589107871056,2.892667293548584,3.1084964275360107,12.357739448547363,-0.0005488294409587979,2.0881807804107666,16.039552688598633,19.801429748535156,-0.0005459570093080401,2.150336265563965,-5.652945041656494,15.008393287658691,-0.0005424783448688686,2.2247166633605957,5.560671329498291,10.417044639587402,-0.0005384151008911431,1.5544378757476807,-7.840987205505371,13.334312438964844,-0.0005337456241250038,1.721663236618042,-1.1772104501724243,6.791926860809326,-0.0005285270744934678,1.1145163774490356,-5.728786945343018,9.359660148620605,-0.0005227479268796742,1.262762188911438,-4.109694004058838,9.152853965759277,-0.0005164501490071416,1.3017151355743408,3.8823819160461426,9.822521209716797,-0.0005096349050290883,1.3834831714630127,6517.9765641560125,4321.480795827642,5341.508569570418,1759.0989740937196,11717.44099069149,7873.522571972655,0.23287126421928406,0.2798101007938385,14.014160274269809,911.6399626356864,375.9175546258871,1915.7187263574112,504.9640961825888,0.03439191405017203,0.11728103828342434,4.004
